dlga_start:dialognotused|error
dlga_companion_recruit_signup_response:close_window|Unfortunately, I can't take on any more hands in my party right now.
dlga_companion_recruit_signup_response:companion_recruit_payment|{s6}
dlga_companion_recruit_signup_response:close_window.1|{s7}
dlga_companion_recruit_payment:companion_recruit_signup_confirm|.
dlga_companion_recruit_payment:companion_recruit_payment_response|{s5}
dlga_companion_recruit_payment_response:companion_recruit_signup_confirm|{s6}
dlga_companion_recruit_payment_response:close_window|Sorry. I can't afford that at the moment.
dlga_start:companion_recruit_meet_again|We meet again.
dlga_companion_recruit_meet_again:companion_recruit_backstory_delayed|So... What have you been doing since our last encounter?
dlga_companion_recruit_meet_again:close_window|Good day to you.
dlga_start:companion_recruit_secondchance|Yes?
dlga_companion_recruit_secondchance:companion_recruit_backstory_b|My apologies if I was rude, earlier. What was your story again?
dlga_companion_recruit_secondchance:close_window|Never mind.
dlga_companion_recruit_backstory_delayed:companion_recruit_backstory_delayed_response|{s5}
dlga_companion_recruit_backstory_delayed_response:companion_recruit_signup_b|I might be able to use you in my company.
dlga_companion_recruit_backstory_delayed_response:close_window|I'll let you know if I hear of anything.
dlga_companion_recruit_signup_confirm:close_window|Good! Give me a few moments to prepare and I'll be ready to move.
dlga_start:companion_rehire|My offer to rejoin you still stands, if you'll have me.
dlga_start:companion_rehire.1|It is good to see you alive, {s5}! {s6}, and I did not know whether you had been captured, or slain, or got away. I've been roaming around since then, looking for you. Shall I get my gear together and rejoin your company?
dlga_start:companion_prison_break_chains|I've come to break you out of here.
dlga_companion_prison_break_chains:close_window|Thank the heavens you came! However, I'm not going anywhere with these chains on my legs. You'll need to get the key away from the guard somehow.
dlga_start:companion_rehire.2|{s5}
dlga_start:companion_was_dismissed|It is good to see you, {s21}! To tell you the truth, I had hoped to run into you.
dlga_companion_was_dismissed:companion_rehire|{s5}. Would you want me to rejoin your company?
dlga_companion_rehire:companion_recruit_signup_confirm|Welcome back, my friend!
dlga_companion_rehire:companion_rehire_refused|Sorry, I can't take on anyone else right now.
dlga_companion_rehire_refused:close_window|Well... Look me up if you change your mind, eh?
dlga_start:companion_rehire.3|So... Do you want me back yet?
dlga_minister_issues:minister_pretalk|There is a matter which needs your attention. The quarrel between {s11} and {s12} has esclatated to a point where it has become unseemly. If you do intervene, you risk offending one of the lords. However, if you do nothing, you risk appearing weak. Such are the burdens of kingship, {sire/my lady}.
dlga_minister_issues:minister_talk|{s1} currently does not have a lord. You may wish to keep it this way, as lords will sometimes gravitate towards lieges who have land to offer, but for the time being, no one is collecting any of its rents.
dlga_minister_issues:minister_talk.1|At this point, there are no particularly urgent matters which need your attention. I should point out though, sire, that I am not very skilled in the ways of politics, and that I am anxious to return to private life. If you wish to issue any but the most basic directives, I suggest appointing a trusted companion in my stead. In the meantime, is there anything you wish done?
dlga_minister_issues:minister_talk.2|If I may offer you a world of advice, my {lord/lady}, it seems that your right to rule as an independent monarch is not sufficiently recognized, and this may bring us problems further down the road. It may be advisable to find another kingdom with whom you have shared interests and seek its recognition, to establish yourself as an equal with Calradia's other kings.
dlga_minister_issues:minister_talk.3|At this point, there are no particularly urgent matters which need your attention. Is there anything you wish done?
dlga_minister_pretalk:minister_talk|Is there anything you wish done?
dlga_minister_talk:combined_political_quests|Do you have any ideas to strengthen our kingdom's unity?
dlga_minister_talk:minister_cancel_political_quest|Let's abandon our plan to {s10}.
dlga_minister_cancel_political_quest:minister_cancel_political_quest_confirm|Are you sure you want to drop that idea?
dlga_minister_cancel_political_quest_confirm:minister_pretalk|Yes, I am sure. Let's abandon that idea.
dlga_minister_cancel_political_quest_confirm:minister_pretalk.1|Actually, never mind.
dlga_minister_talk:minister_diplomatic_kingdoms|I wish to dispatch an emissary.
dlga_minister_talk:minister_indict|I wish to indict a disloyal vassal for treason.
dlga_minister_talk:minister_change_marshal|I wish to replace {s4} as marshal.
dlga_minister_talk:minister_change_marshal.1|I wish to appoint a new marshal.
dlga_minister_change_marshal:minister_pretalk|You have just made such an appointment, {sire/my lady}. If you countermand your decree so soon, there will be great confusion. We will need to wait a few days.
dlga_minister_talk:minister_replace|I wish for you to retire as minister.
dlga_minister_talk:minister_replace.1|I wish you to rejoin my party.
dlga_minister_talk:minister_grant_fief|I wish you to grant one of my vassals a fief.
dlga_minister_talk:minister_grant_self_fief|I wish to make myself lord of {s4}.
dlga_minister_grant_self_fief:minister_pretalk|As you wish. You shall be lord of {s4}.
dlga_minister_talk:close_window|That is all for now.
dlga_minister_change_marshal:minister_change_marshal_choose|Who should be the new marshal?
dlga_minister_change_marshal_choose:minister_pretalk|I shall be marshal
dlga_minister_change_marshal_choose:minister_pretalk.1|For a short while, we should have no marshal
dlga_minister_change_marshal_choose:minister_pretalk.2|{s4}
dlga_minister_change_marshal_choose:minister_pretalk.3|Never mind
dlga_minister_diplomatic_kingdoms:minister_diplomatic_kingdoms_select|To whom do you wish to send this emissary?
dlga_minister_diplomatic_kingdoms:minister_pretalk|Unfortunately, there is no one to send right now.
dlga_minister_diplomatic_kingdoms_select:minister_diplomatic_initiative_type|{s10} of the {s11}{s14}
dlga_minister_diplomatic_kingdoms_select:minister_pretalk|Never mind
dlga_minister_diplomatic_initiative_type:minister_diplomatic_initiative_type_select|What do you wish to tell him?
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary|That our two kingdoms should enter into truce.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.1|That I wish to put myself under his protection, as his vassal.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.2|That I wish to express my goodwill, as one monarch to another.
dlga_minister_diplomatic_initiative_type_select:minister_declare_war|That I declare war upon him.
dlga_minister_diplomatic_initiative_type_select:close_window|Never mind
dlga_minister_declare_war:minister_declare_war_confirm|{s12}
dlga_minister_declare_war_confirm:minister_declare_war_confirm_yes|It is. I wish to make war on {s12}.
dlga_minister_declare_war_confirm:minister_pretalk|Hmm. Perhaps not.
dlga_minister_declare_war_confirm_yes:minister_pretalk|As you command. We are now at war with the {s12}. May the heavens grant us victory.
dlga_minister_diplomatic_emissary:minister_emissary_select|Who shall be your emissary? You should choose one whom you trust, but who is also persuasive -- one who can negotiate without giving offense.
dlga_minister_emissary_select:minister_emissary_dispatch|{s11}
dlga_minister_emissary_select:minister_pretalk|Actually, I can't think of anyone.
dlga_minister_emissary_dispatch:minister_diplomatic_dispatch_confirm|Very well -- I shall send {s11} to the {s12} to {s14}.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk|Yes, do that
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk.1|Actually, hold off on that
dlga_minister_replace:minister_replace_select|Very good. Whom will you appoint in my stead?
dlga_minister_replace_select:minister_replace_confirm|{s4}
dlga_minister_replace_select:minister_replace_confirm.1|My wife, {s4}.
dlga_minister_replace_select:minister_pretalk|Actually, hold off on that.
dlga_minister_replace_confirm:close_window|Very good. {s9} is your new minister. I shall make ready to rejoin you.
dlga_minister_replace_confirm:close_window.1|Very good. {s9} is your new minister. It has been an honor to serve you.
dlga_minister_grant_fief:minister_grant_fief_select|Which of your fiefs did you wish to grant?{s12}
dlga_minister_grant_fief_select:minister_grant_fief_select_recipient|{s1}{s12}
dlga_minister_grant_fief_select:minister_pretalk|Never mind
dlga_minister_grant_fief_select_recipient:minister_grant_fief_select_recipient_choice|And who will you choose to receive the fief?{s12}
dlga_minister_grant_fief_select_recipient_choice:minister_grant_fief_complete|{s1}
dlga_minister_grant_fief_select_recipient_choice:minister_pretalk|Never mind
dlga_minister_grant_fief_complete:minister_pretalk|Very well - {s2} shall receive {s1}.
dlga_minister_indict:minister_indict_select|Grim news, {sire/my lady}. Who do you believe is planning to betray you?
dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|Never mind.
dlga_minister_indict_confirm:minister_indict_confirm_answer|Think carefully on this, {sire/my lady}. If you indict {s4} for treason unjustly, you may find that others become nervous about serving you. On the other hand, if you truly believe that {reg4?she:he} is about to betray you, then perhaps it is best to move first, to secure control of {reg4?her:his} fortresses.
dlga_minister_indict_confirm_answer:minister_indict_conclude|I have thought long enough. Issue the indictment!
dlga_minister_indict_confirm_answer:minister_pretalk|Perhaps I should wait a little while longer..
dlga_minister_indict_conclude:minister_pretalk|It has been sent, {sire/my lady}.
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|{s12}I want to have {s1} for myself. (fiefs: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}, you should have {s1} for yourself. (fiefs: {s0})
dlga_center_captured_lord_advice_2:minister_issues|As you wish, {sire/my lady}. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_center_captured_lord_advice_2:close_window|Hmmm. All right, {playername}. I value your counsel highly. {reg6?I:{reg7?You:{s11}}} will be the new {reg3?lady:lord} of {s1}.
dlga_event_triggered:companion_quitting|Excuse me {s5} -- there is something I need to tell you.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|To tell you the truth, {s21}
dlga_companion_quitting_response:companion_quitting_yes|Very well. You be off, then.
dlga_companion_quitting_response:companion_quitting_persuasion|Perhaps I can persuade you to change your mind.
dlga_companion_quitting_persuasion:close_window|Hm. When you put it like that, I suppose I can stay a while longer, see if things improve.
dlga_companion_quitting_persuasion:companion_quitting_response|I'm sorry, but I don't see your point. I am leaving whether you like it or not.
