dlga_start:dialognotused|error, 
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|You're new to this, aren't you? Let me explain it in simple terms. The basic rule of taking someone prisoner is knocking him down with a blunt weapon, like a mace or a club, rather than cutting him open with a sword. That way he goes to sleep for a little while rather than bleeding to death, you see? I'm assuming you have a blunt weapon with you . . .
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Of course.
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|As a matter of fact, I don't.
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Good. Then all you need to do is beat the bugger down with your weapon, and when the fighting's over you clap him in irons. It's a bit different for nobles and such, they tend to be protected enough that it won't matter what kind of weapon you use, but your average rabble-rouser will bleed like a stuck pig if you get him with something sharp. I don't have many requirements in my merchandise, but I do insist they be breathing when I buy them.
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|No? Heh, well, this must be your lucky day. I've got an old club lying around that I was going to throw away. It a bit battered, but still good enough bash someone until he stops moving. Here, have it.
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Thanks, Ramun. Perhaps I may try my hand at it.
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Alright, I'll try and expain it again in simple terms. The basic rule of taking someone prisoner is knocking him down with a blunt weapon, like a mace or a club, rather than cutting him open with a sword. That way he goes to sleep for a little while rather than bleeding to death, you see? It's a bit different for nobles and such, they tend to be protected enough that it won't matter what kind of weapon you use, but your average rabble-rouser will bleed like a stuck pig if you get him with something sharp, 
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Alright, I think I understand. Anything else?
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|Well, it's not as simple as all that. Blunt weapons don't do as much damage as sharp ones, so they won't bring your enemies down as quickly. And trust me, given the chance, most of the scum you run across would just as soon kill you as look at you, so don't expect any courtesy when you pull out a club instead of a sword. Moreover, having to drag prisoners to and fro will slow down your party, which is why some people simply set their prisoners free after the fighting's done. It's madness. How could anyone turn down all that silver, eh?
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|Is that everything?
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|Just one final thing. Managing prisoners safely is not an easy thing to do, you could call it a skill in itself. If you want to capture a lot of prisoners, you should try and learn the tricks of it yourself, or you won't be able to hang on to a single man you catch.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Thanks, I'll keep it in mind.
dlga_ramun_talk:ramun_leave|I'd better be going.
dlga_ramun_leave:close_window|Remember, any prisoners you've got, bring them to me. I'll pay you good silver for every one.
dlga_start:close_window.60|I humbly request that your lordship keeps his hands where I can see them.
dlga_start:close_window.61|More people will join us soon, I assure you.
dlga_start:close_window.62|We'll arm the people here. You will see new troops soon.
dlga_start:close_window.63|{s20}, 
dlga_start:atakujpatrol|{s20}, 
dlga_atakujpatrol:atakujpatrol2|Surrender or die!
dlga_atakujpatrol:close_window|Nothing, goodbye.
dlga_atakujpatrol2:close_window|{s20}, 
dlga_start:patrolspotkaj|{s20}, {s21}
dlga_patrolspotkaj:close_window|Follow me.
dlga_patrolspotkaj:close_window.1|Be on your way.
dlga_patrolspotkaj:patrolsprzedaj|I've caught a couple of lowlives.
dlga_patrolspotkaj:patrolspotkaj3|Nothing, goodbye.
dlga_patrolspotkaj3:close_window|Nothing, goodbye.
dlga_start:manhunter_talk_b|Hey, you there! You seen any outlaws around here?
dlga_manhunter_talk_b:manhunter_talk_b1|Yes, they went this way about an hour ago.
dlga_manhunter_talk_b1:close_window|I knew it! Come on, lads, lets go get these bastards! Thanks a lot, friend.
dlga_manhunter_talk_b:manhunter_talk_b2|No, haven't seen any outlaws lately.
dlga_manhunter_talk_b2:close_window|Bah. They're holed up in this country like rats, but we'll smoke them out yet. Sooner or later.
dlga_start:rabusie_1|{s20}, 
dlga_start:rabusie_2|{s20}, 
dlga_rabusie_1:rabusie_1_walcz|We'll fight until the end!
dlga_rabusie_1_walcz:close_window|We will not surrender, not give our hides for cheap!
dlga_rabusie_1:close_window|We surrender!
dlga_rabusie_2:rabusie_2_walcz|Surrender or die!
dlga_rabusie_2_walcz:close_window|Surrender or die!
dlga_rabusie_2:close_window|Nevermind, we have to go.
dlga_looters_1:looters_2|{s4}
dlga_looters_2:close_window|I'm not afraid of you lot. Fight me if you dare!
dlga_looters_2:close_window.1|You'll have nothing of mine but cold steel, scum.
dlga_start:village_farmer_talk| My {lord/lady}, we're only poor farmers from the village of {s11}. {reg1?We are taking our products to the market at {s12}.:We are returning from the market at {s12} back to our village.}
dlga_village_farmer_talk:farmer_bandit_information|I am hunting a group of bandits with the following description... Have you seen them?
dlga_farmer_bandit_information:village_farmer_talk|{s15}, 
dlga_village_farmer_talk:close_window|We'll see how poor you are after I take what you've got!
dlga_village_farmer_talk:close_window.1|Carry on, then. Farewell.
dlga_start:minister_issues|I am at your service, {sire/my lady}
dlga_start:close_window.64|It has been an honor to serve you, {sire/my lady}
dlga_start:member_castellan_talk|Yes, {playername}? What can I do for you?
dlga_member_castellan_pretalk:member_castellan_talk|Anything else?
dlga_member_castellan_talk:member_review_castle_garrison|I want to review the castle garrison.
dlga_member_review_castle_garrison:member_castellan_pretalk|Of course. Here are our lists, let me know of any changes you require...
dlga_member_castellan_talk:member_review_castellan_equipment|Let me see your equipment.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Very well, it's all here...
dlga_member_castellan_talk:member_castellan_join|I want you to abandon the castle and join my party.
dlga_member_castellan_join:close_window|I've grown quite fond of the place... But if it is your wish, {playername}, I'll come with you.
dlga_member_castellan_join:member_castellan_pretalk|And where would we sleep? You're dragging a whole army with you, {playername}, there's no more room for all of us.
dlga_member_castellan_talk:close_window|[Leave], 
dlga_member_chat:kidnapped_girl_chat_1|Are we home yet?
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|Not yet.
dlga_kidnapped_girl_chat_2:close_window|I can't wait to get back. I've missed my family so much, I'd give anything to see them again.
dlga_member_chat:member_lady_1|{playername}, when do you think we can reach our destination?
dlga_member_lady_1:member_lady_2a|We still have a long way ahead of us.
dlga_member_lady_1:member_lady_2b|Very soon. We're almost there.
dlga_member_lady_2a:close_window|Ah, I am going to enjoy the road for a while longer then. I won't complain. I find riding out in the open so much more pleasant than sitting in the castle all day. You know, I envy you. You can live like this all the time.
dlga_member_lady_2b:close_window|That's good news. Not that I don't like your company, but I did miss my little luxuries. Still I am sorry that I'll leave you soon. You must promise me, you'll come visit me when you can.
dlga_member_chat:supported_pretender_talk|Greetings, {playername}, my first and foremost vassal. I await your counsel.
dlga_supported_pretender_pretalk:supported_pretender_talk|Anything else?
dlga_supported_pretender_talk:pretender_progress|What do you think about our progress so far?
dlga_pretender_progress:pretender_progress_2|{reg11?We have {reg11} lords on our side:We have no lord with us yet}, whereas {reg21?{s9} still has {reg21} lords supporting him:{s9} has no loyal lords left}. {reg19?We control {reg13?{reg13} towns:} {reg14?{reg14} castles:} {reg15?and {reg15} villages:}:We don't control any settlements}, while {reg29?they have {reg23?{reg23} towns:} {reg24?{reg24} castles:} {reg25?and {reg25} villages:}:they have no remaining settlements}. Overall, {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|Then, we must keep fighting and rally our supporters!
dlga_pretender_progress_2:pretender_quit_rebel_confirm|It seems this rebellion is not going anywhere. We must give up.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, you can't abandon me now. Are you serious?
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|Indeed, I am. I can't support you any longer.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|I was jesting. I will fight for you until we succeed.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|Are you absolutely sure? I will never forgive you if you abandon my cause.
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|I am sure.
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Let me think about this some more.
dlga_pretender_quit_rebel:close_window|So be it. Then my cause is lost. There is only one thing to do for me now. I will go from Calradia and never come back. With me gone, you may try to make your peace with {s4}.
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?My lady:My lord}, would you allow me to check out your equipment?
dlga_supported_pretender_equip:supported_pretender_pretalk|Very well, it's all here...
dlga_supported_pretender_talk:pretneder_view_char_requested|If it would please you, can you tell me about your skills?
dlga_pretneder_view_char_requested:supported_pretender_pretalk|Well, all right.
dlga_supported_pretender_talk:supported_pretender_grant_fief|I suggest that you decide who should hold a fief that does not have a lord.
dlga_supported_pretender_grant_fief:supported_pretender_grant_fief_select|Which fief did you have in mind?
dlga_supported_pretender_grant_fief_select:supported_pretender_grant_fief_choose_recipient|{s4}, 
dlga_supported_pretender_grant_fief_choose_recipient:center_captured_rebellion|And who should receive it?
dlga_supported_pretender_grant_fief_select:supported_pretender_pretalk|Never mind.
dlga_supported_pretender_talk:close_window|Let us keep going, {reg65?my lady:sir}.
dlga_do_member_trade:member_talk|Anything else?
dlga_member_pretalk:member_talk|Anything else?
dlga_member_chat:member_talk|Yes, {s5}?
dlga_member_talk:member_direct_campaign|As marshal, I wish you to send a message to the vassals of the realm
dlga_member_talk:zdarzenie1_2|I've received a complaint about you.
dlga_zdarzenie1_2:zdarzenie1_3|Your brothers in arms claim, that you and your companions drink on duty and shamelessly steal food.
dlga_zdarzenie1_3:zdarzenie1_4|We? Steal? They're lying good sir, pay them no heed! It's them who are screwing around on every stop without measure. We're scared for our own butts now and can't sleep at night. I understand that sometimes you just must do things, but all that debauchery will end up with the clap and that's that... and about the vodka, yeah, true... but not much, raise our wages by 100 zlotys and we won't touch hooch for sure.
dlga_zdarzenie1_4:close_window|Agreed.
dlga_zdarzenie1_4:zdarzenie1_5_2|It's unbecoming, changing a contract like that.
dlga_zdarzenie1_5_2:close_window|True, true. Fine, the deal stands and we'll cut back on the drinking...
dlga_zdarzenie1_5_2:zdarzenie1_4|It's compensation for moral losses, I hope you understand...
dlga_zdarzenie1_4:zdarzenie1_5_3|No deal.
dlga_zdarzenie1_5_3:close_window|I unfortunately can't raise your pay...
dlga_member_talk:member_trade|Let me see your equipment.
dlga_member_trade:do_member_trade|Very well, it's all here...
dlga_member_talk:view_member_char_requested|What can you tell me about your skills?
dlga_view_member_char_requested:do_member_view_char|All right, let me tell you...
dlga_member_talk:member_separate|We need to separate for a while.
dlga_member_separate:member_separate_confirm|Oh really? Well, I'm not just going to wait around here. I'm going to go to the towns to look for other work. Is that what you want?
dlga_member_separate:companion_quitting|Well, actually, there was something I needed to tell you.
dlga_member_separate_confirm:member_separate_yes|That's right. We need to part ways.
dlga_member_separate_confirm:do_member_trade|No, I'd rather have you at my side.
dlga_member_separate_yes:close_window|Well. I'll be off, then. Look me up if you need me.
